Handle,Title,SKU,Barcode,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Option Active",Stock,Price,"Price Promo",Tax,Taxable,"Reduced Rate",Wholesale,"Price Wholesale","Wholesale Exclusive"
vivaldi-atelier-do-tejo,,,,,4/4,,"Larsen Aurora",,"Fibra de carbono",true,,770,,,,,,,
violoncelo-corelli,"Violoncelo Corelli - Atelier do Tejo",,,Tamanho,1/2,Cordas,Charm,Arco,Madeira,true,,830,,13,true,"musical instruments",false,,false
violoncelo-corelli,,,,,1/2,,Charm,,Fibra,true,,860,,,,,,,
violoncelo-corelli,,,,,1/2,,"Larsen Aurora",,Madeira,true,,850,,,,,,,
violoncelo-corelli,,,,,1/2,,"Larsen Aurora",,Fibra,true,,880,,,,,,,
violoncelo-corelli,,,,,3/4,,Charm,,Madeira,true,,830,,,,,,,
violoncelo-corelli,,,,,3/4,,Charm,,Fibra,true,,860,,,,,,,
violoncelo-corelli,,,,,3/4,,"Larsen Aurora",,Madeira,true,,850,,,,,,,
violoncelo-corelli,,,,,3/4,,"Larsen Aurora",,Fibra,true,,880,,,,,,,
violoncelo-corelli,,,,,4/4,,Charm,,Madeira,true,,830,,,,,,,
violoncelo-corelli,,,,,4/4,,Charm,,Fibra,true,,860,,,,,,,
violoncelo-corelli,,,,,4/4,,"Larsen Aurora",,Madeira,true,,850,,,,,,,
violoncelo-corelli,,,,,4/4,,"Larsen Aurora",,Fibra,true,,880,,,,,,,
estante-partituras-wittner,"Estante partituras Wittner",,,Cor,Prateada,,,,,true,,20,,23,true,,false,,false
estante-partituras-wittner,,,,,Negro,,,,,true,,22,,,,,,,
suporte-ipad,"Suporte Ipad",,,,,,,,,,,19.9,,0,false,,false,,false
violoncelo-suggia-atelier-do-tejo,Suggia,,,Cordas,"Evah Pirazzi Soloist",,,,,true,,2200,,13,true,"musical instruments",false,,false
violoncelo-suggia-atelier-do-tejo,,,,,Rondo,,,,,true,,2250,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,"Boccherini Sonata",,,Cordas,Charm,Tamanho,1/2,,,true,,950,,13,true,"musical instruments",false,,false
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,Charm,,3/4,,,true,,970,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,Charm,,7/8,,,true,,950,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,Charm,,4/4,,,true,,980,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,"Larsen Aurora",,1/2,,,true,,950,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,"Larsen Aurora",,3/4,,,true,,980,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,"Larsen Aurora",,7/8,,,true,,950,,,,,,,
violoncelo-boccherini-sonata-atelier-do-tejo,,,,,"Larsen Aurora",,4/4,,,true,,980,,,,,,,
violoncelo-dvorak-atelier-do-tejo,Dvorak,,,Cordas,"Larsen Aurora",Tamanho,4/4,,,true,,1600,,13,true,"musical instruments",false,,false
violoncelo-dvorak-atelier-do-tejo,,,,,"Larsen Aurora",,7/8,,,true,,1600,,,,,,,
violoncelo-dvorak-atelier-do-tejo,,,,,Rondo,,4/4,,,true,,1850,,,,,,,
violoncelo-dvorak-atelier-do-tejo,,,,,Rondo,,7/8,,,true,,1850,,,,,,,
violino-vivaldi-atelier-do-tejo,"Violino Vivaldi - Atelier do Tejo",,,Tamanho,4/4,Cordas,Charm,Arco,"Vara Redonda",true,,299,,0,false,,false,,false
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Charm,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Charm,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Alphayue,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Alphayue,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Alphayue,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Dominant,,"Vara Redonda",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Dominant,,"Vara octagonal - superior",true,,359,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,4/4,,Dominant,,"Fibra de carbono",true,,379,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Charm,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Charm,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Charm,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Alphayue,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Alphayue,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Alphayue,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Dominant,,"Vara Redonda",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Dominant,,"Vara octagonal - superior",true,,359,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,3/4,,Dominant,,"Fibra de carbono",true,,379,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Charm,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Charm,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Charm,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Alphayue,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Alphayue,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Alphayue,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Dominant,,"Vara Redonda",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Dominant,,"Vara octagonal - superior",true,,359,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/2,,Dominant,,"Fibra de carbono",true,,279,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Charm,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Charm,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Charm,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Alphayue,,"Vara Redonda",true,,299,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Alphayue,,"Vara octagonal - superior",true,,319,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Alphayue,,"Fibra de carbono",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Dominant,,"Vara Redonda",true,,339,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Dominant,,"Vara octagonal - superior",true,,359,,,,,,,
violino-vivaldi-atelier-do-tejo,,,,,1/4,,Dominant,,"Fibra de carbono",true,,379,,,,,,,
violino-corelli-atelier-do-tejo,"Violino Corelli - Atelier do Tejo",,,Tamanho,4/4,Cordas,Charm,Arco,"Vara octagonal - superior",true,,499,,0,false,,false,,false
violino-corelli-atelier-do-tejo,,,,,4/4,,Charm,,"Fibra de carbono",true,,519,,,,,,,
violino-corelli-atelier-do-tejo,,,,,4/4,,Dominant,,"Vara octagonal - superior",true,,539,,,,,,,
violino-corelli-atelier-do-tejo,,,,,4/4,,Dominant,,"Fibra de carbono",true,,559,,,,,,,
violino-corelli-atelier-do-tejo,,,,,3/4,,Charm,,"Vara octagonal - superior",true,,499,,,,,,,
violino-corelli-atelier-do-tejo,,,,,3/4,,Charm,,"Fibra de carbono",true,,519,,,,,,,
violino-corelli-atelier-do-tejo,,,,,3/4,,Dominant,,"Vara octagonal - superior",true,,539,,,,,,,
violino-corelli-atelier-do-tejo,,,,,3/4,,Dominant,,"Fibra de carbono",true,,559,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/2,,Charm,,"Vara octagonal - superior",true,,499,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/2,,Charm,,"Fibra de carbono",true,,519,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/2,,Dominant,,"Vara octagonal - superior",true,,539,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/2,,Dominant,,"Fibra de carbono",true,,559,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/4,,Charm,,"Vara octagonal - superior",true,,499,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/4,,Charm,,"Fibra de carbono",true,,519,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/4,,Dominant,,"Vara octagonal - superior",true,,539,,,,,,,
violino-corelli-atelier-do-tejo,,,,,1/4,,Dominant,,"Fibra de carbono",true,,559,,,,,,,
violino-corelli-atelier-do-tejo,,,,,"4/4 canhoto",,Charm,,"Vara octagonal - superior",true,,499,,,,,,,
violino-corelli-atelier-do-tejo,,,,,"4/4 canhoto",,Charm,,"Fibra de carbono",true,,519,,,,,,,
violino-corelli-atelier-do-tejo,,,,,"4/4 canhoto",,Dominant,,"Vara octagonal - superior",true,,539,,,,,,,
violino-corelli-atelier-do-tejo,,,,,"4/4 canhoto",,Dominant,,"Fibra de carbono",true,,559,,,,,,,
violino-herrando-atelier-do-tejo,"Violino Herrando - Atelier do Tejo",,,Cordas,Dominant,,,,,true,,1099,,0,false,,false,,false
violino-herrando-atelier-do-tejo,,,,,"Evah Pirazzi",,,,,true,,1129,,,,,,,
violino-atelier-cremona-atelier-do-tejo,"Violino Atelier Cremona - Atelier do Tejo",,,Cordas,Dominant,,,,,true,,1799,,0,false,,false,,false
violino-atelier-cremona-atelier-do-tejo,,,,,"Evah Pirazzi",,,,,true,,1819,,,,,,,
correia-violoncelo,"Correia violoncelo",,,,,,,,,,,24,,0,false,,false,,false
correia-contrabaixo,"Correia contrabaixo",,,,,,,,,,,24,,0,false,,false,,false
bolacha-apoio-anti-deslizante-para-contrabaixo,"Bolacha - apoio anti deslizante para contrabaixo",,,,,,,,,,,7.5,,0,false,,false,,false
bola-para-espigao-protecao-e-anti-deslizante,"Bola para espigão - proteção e anti deslizante",,,,,,,,,,,21,,0,false,,false,,false
suporte-de-espigao-colorido,"Suporte de espigão - colorido",,,Cor,Azul,,,,,true,,10.5,,23,true,,false,,false
suporte-de-espigao-colorido,,,,,amarelo,,,,,true,,10.5,,,,,,,
suporte-de-espigao-colorido,,,,,roxo,,,,,true,,10.5,,,,,,,
suporte-de-espigao-colorido,,,,,verde,,,,,true,,10.5,,,,,,,
suporte-de-espigao-colorido,,,,,preto,,,,,true,,10.5,,,,,,,
suporte-de-espigao-colorido,,,,,vermelho,,,,,true,,10.5,,,,,,,
mochila-almofadada-10mm,"Saco almofadado",,,Tamanho,4/4,,,,,true,,55,,0,false,,false,,false
mochila-almofadada-10mm,,,,,3/4,,,,,true,,55,,,,,,,
mochila-almofadada-10mm,,,,,1/2,,,,,true,,55,,,,,,,
mochila-almofadada-10mm,,,,,1/4,,,,,true,,55,,,,,,,
mochila-almofadada-10mm,,,,,1/8,,,,,true,,55,,,,,,,
mochila-almofadada-10mm,,,,,1/10,,,,,true,,55,,,,,,,
estojo-triangular-estudante,"Estojo triangular estudante",,,Tamanho,4/4,Cor,"Azul e preto",,,true,,38,,23,true,,false,,false
estojo-triangular-estudante,,,,,4/4,,"bordeaux e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,4/4,,preto,,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,4/4,,"Verde e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,3/4,,"Azul e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,3/4,,"bordeaux e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,3/4,,preto,,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,3/4,,"Verde e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/2,,"Azul e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/2,,"bordeaux e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/2,,preto,,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/2,,"Verde e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/4,,"Azul e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/4,,"bordeaux e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/4,,preto,,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/4,,"Verde e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/8,,"Azul e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/8,,"bordeaux e preto",,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/8,,preto,,,true,,38,,,,,,,
estojo-triangular-estudante,,,,,1/8,,"Verde e preto",,,true,,38,,,,,,,
copia-de-estojo-triangular-estudante,"Estojo triangular estudante - Viola",,,Tamanho,"10""",Cor,"Azul e preto",,,true,,45,,0,false,,false,,false
copia-de-estojo-triangular-estudante,,,,,"10""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"10""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"10""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"11""",,"Azul e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"11""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"11""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"11""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"12""",,"Azul e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"12""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"12""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"12""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"13""",,"Azul e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"13""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"13""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"13""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"14""",,"Azul e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"14""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"14""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"14""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"15""",,"Azul e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"15""",,"bordeaux e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"15""",,preto,,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"15""",,"Verde e preto",,,true,,45,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16""",,"Azul e preto",,,false,,50,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16""",,"bordeaux e preto",,,false,,40,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16""",,preto,,,true,,50,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16""",,"Verde e preto",,,false,,50,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16.5""",,"Azul e preto",,,false,,0,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16.5""",,"bordeaux e preto",,,false,,0,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16.5""",,preto,,,true,,50,,,,,,,
copia-de-estojo-triangular-estudante,,,,,"16.5""",,"Verde e preto",,,false,,0,,,,,,,
rapsody-cabine,"Rapsody Cabine",,,Cor,Branco,"Estojo para arco","Sem estojo",,,true,,149,,0,false,,false,,false
rapsody-cabine,,,,,Branco,,Tela,,,true,,174,,,,,,,
rapsody-cabine,,,,,Branco,,Fibra,,,true,,199,,,,,,,
rapsody-cabine,,,,,Cinzento,,"Sem estojo",,,true,,149,,,,,,,
rapsody-cabine,,,,,Cinzento,,Tela,,,true,,174,,,,,,,
rapsody-cabine,,,,,Cinzento,,Fibra,,,true,,199,,,,,,,
il-cannone-and-soloist-larsen,"Il Cannone - Larsen",,,Corda,Mi,,,,,true,,6.6,,23,true,,false,,false
il-cannone-and-soloist-larsen,,,,,Lá,,,,,true,,15.8,,,,,,,
il-cannone-and-soloist-larsen,,,,,Ré,,,,,true,,16.7,,,,,,,
il-cannone-and-soloist-larsen,,,,,Sol,,,,,true,,17.5,,,,,,,
il-cannone-and-soloist-larsen,,,,,Conjunto,,,,,true,,52,,,,,,,
vision-thomastik,"Vision - Thomastik",,,Corda,Mi,Tensão,Medium,Tamanha,4/4,true,,4,,0,false,,false,,false
vision-thomastik,,,,,Mi,,Medium,,3/4,true,,4,,,,,,,
vision-thomastik,,,,,Mi,,Medium,,1/2,true,,4,,,,,,,
vision-thomastik,,,,,Mi,,Medium,,1/4,true,,4,,,,,,,
vision-thomastik,,,,,Lá,,Medium,,4/4,true,,10,,,,,,,
vision-thomastik,,,,,Lá,,Medium,,3/4,true,,10,,,,,,,
vision-thomastik,,,,,Lá,,Medium,,1/2,true,,10,,,,,,,
vision-thomastik,,,,,Lá,,Medium,,1/4,true,,10,,,,,,,
vision-thomastik,,,,,Ré,,Medium,,4/4,true,,14,,,,,,,
vision-thomastik,,,,,Ré,,Medium,,3/4,true,,14,,,,,,,
vision-thomastik,,,,,Ré,,Medium,,1/2,true,,14,,,,,,,
vision-thomastik,,,,,Ré,,Medium,,1/4,true,,14,,,,,,,
vision-thomastik,,,,,"Ré Prata",,Medium,,4/4,true,,15,,,,,,,
vision-thomastik,,,,,"Ré Prata",,Medium,,3/4,true,,15,,,,,,,
vision-thomastik,,,,,"Ré Prata",,Medium,,1/2,true,,15,,,,,,,
vision-thomastik,,,,,"Ré Prata",,Medium,,1/4,true,,15,,,,,,,
vision-thomastik,,,,,Sol,,Medium,,4/4,true,,15,,,,,,,
vision-thomastik,,,,,Sol,,Medium,,3/4,true,,15,,,,,,,
vision-thomastik,,,,,Sol,,Medium,,1/2,true,,15,,,,,,,
vision-thomastik,,,,,Sol,,Medium,,1/4,true,,15,,,,,,,
vision-thomastik,,,,,Conjunto,,Medium,,4/4,true,,45,,,,,,,
vision-thomastik,,,,,Conjunto,,Medium,,3/4,true,,45,,,,,,,
vision-thomastik,,,,,Conjunto,,Medium,,1/2,true,,45,,,,,,,
vision-thomastik,,,,,Conjunto,,Medium,,1/4,true,,45,,,,,,,
vision-thomastik,,,,,"Conjunto Ré prata",,Medium,,4/4,true,,46,,,,,,,
vision-thomastik,,,,,"Conjunto Ré prata",,Medium,,3/4,true,,46,,,,,,,
vision-thomastik,,,,,"Conjunto Ré prata",,Medium,,1/2,true,,46,,,,,,,
vision-thomastik,,,,,"Conjunto Ré prata",,Medium,,1/4,true,,46,,,,,,,
vision-solo-thomastik,"Vision Solo - Thomastik",,,Corda,Mi,Tensão,Light,Tamanha,4/4,true,,6,,0,false,,false,,false
vision-solo-thomastik,,,,,Mi,,Medium,,4/4,true,,6,,,,,,,
vision-solo-thomastik,,,,,Mi,,Strong,,4/4,true,,6,,,,,,,
vision-solo-thomastik,,,,,Lá,,Light,,4/4,true,,15,,,,,,,
vision-solo-thomastik,,,,,Lá,,Medium,,4/4,true,,13,,,,,,,
vision-solo-thomastik,,,,,Lá,,Strong,,4/4,true,,15,,,,,,,
vision-solo-thomastik,,,,,Ré,,Light,,4/4,true,,20,,,,,,,
vision-solo-thomastik,,,,,Ré,,Medium,,4/4,true,,20,,,,,,,
vision-solo-thomastik,,,,,Ré,,Strong,,4/4,true,,20,,,,,,,
vision-solo-thomastik,,,,,"Ré Prata",,Light,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,"Ré Prata",,Medium,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,"Ré Prata",,Strong,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,Sol,,Light,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,Sol,,Medium,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,Sol,,Strong,,4/4,true,,22,,,,,,,
vision-solo-thomastik,,,,,Conjunto,,Light,,4/4,true,,62,,,,,,,
vision-solo-thomastik,,,,,Conjunto,,Medium,,4/4,true,,62,,,,,,,
vision-solo-thomastik,,,,,Conjunto,,Strong,,4/4,true,,62,,,,,,,
vision-solo-thomastik,,,,,"Conjunto Ré prata",,Light,,4/4,true,,64,,,,,,,
vision-solo-thomastik,,,,,"Conjunto Ré prata",,Medium,,4/4,true,,64,,,,,,,
vision-solo-thomastik,,,,,"Conjunto Ré prata",,Strong,,4/4,true,,64,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,"Vision Titanium Solo & orchestra - Thomastik",,,Corda,Mi,Tensão,Light,"Titanium orchestra / Titanium Solo",Orchestra,true,,17,,0,false,,false,,false
vision-titanium-solo-and-orchestra-thomastik,,,,,Mi,,Light,,Solo,true,,17,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Mi,,Medium,,Orchestra,true,,17,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Mi,,Medium,,Solo,true,,17,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Mi,,Strong,,Orchestra,true,,17,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Mi,,Strong,,Solo,true,,17,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Light,,Orchestra,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Light,,Solo,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Medium,,Orchestra,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Medium,,Solo,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Strong,,Orchestra,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Lá,,Strong,,Solo,true,,12,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Light,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Light,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Medium,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Medium,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Strong,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Ré,,Strong,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Light,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Light,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Medium,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Medium,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Strong,,Orchestra,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Sol,,Strong,,Solo,true,,20,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Light,,Orchestra,true,,68,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Light,,Solo,true,,68,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Medium,,Orchestra,true,,68,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Medium,,Solo,true,,68,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Strong,,Orchestra,true,,68,,,,,,,
vision-titanium-solo-and-orchestra-thomastik,,,,,Conjunto,,Strong,,Solo,true,,68,,,,,,,
pi-peter-infeld,"PI - Peter Infeld",,,Corda,"Mi Aço e Estanho",,,,,true,,6,,0,false,,false,,false
pi-peter-infeld,,,,,"Mi Aço e Ouro",,,,,true,,13,,,,,,,
pi-peter-infeld,,,,,"Mi Aço e Platina",,,,,true,,22,,,,,,,
pi-peter-infeld,,,,,"La nylon e alumínio",,,,,true,,21,,,,,,,
pi-peter-infeld,,,,,"Ré nylon e alumínio",,,,,true,,24,,,,,,,
pi-peter-infeld,,,,,"Ré nylon e prata",,,,,true,,29,,,,,,,
pi-peter-infeld,,,,,"Sol nylon e prata",,,,,true,,26,,,,,,,
pi-peter-infeld,,,,,"Conjunto standard",,,,,true,,77,,,,,,,
rondo,"Rondo - Thomastik Infeld",,,Corda,"Mi - Aço carbonizado",,,,,true,,10,,0,false,,false,,false
rondo,,,,,"Lá - nylon e alumínio",,,,,true,,22,,,,,,,
rondo,,,,,"Lá - nylon e aço carbonizado",,,,,true,,28,,,,,,,
rondo,,,,,"Ré - nylon e prata",,,,,true,,32,,,,,,,
rondo,,,,,"Sol - nylon e prata",,,,,true,,32,,,,,,,
eudoxa,Eudoxa,,,Corda,Mi,,,,,true,,13,,0,false,,false,,false
eudoxa,,,,,"Lá 13 1/4",,,,,true,,27,,,,,,,
eudoxa,,,,,"Lá 13 1/2",,,,,true,,27,,,,,,,
eudoxa,,,,,"Lá 13 3/4",,,,,true,,27,,,,,,,
eudoxa,,,,,"Lá 14",,,,,true,,27,,,,,,,
eudoxa,,,,,"Ré 16 1/4",,,,,true,,28,,,,,,,
eudoxa,,,,,"Ré 16 1/2",,,,,true,,28,,,,,,,
eudoxa,,,,,"Ré 16 3/4",,,,,true,,28,,,,,,,
eudoxa,,,,,"Ré 17",,,,,true,,28,,,,,,,
eudoxa,,,,,"Sol 15 1/4",,,,,true,,36,,,,,,,
eudoxa,,,,,"Sol 15 1/2",,,,,true,,36,,,,,,,
eudoxa,,,,,"Sol 15 3/4",,,,,true,,36,,,,,,,
eudoxa,,,,,"Sol 16",,,,,true,,36,,,,,,,
passione-and-passione-solo,"Passione & Passione Solo",,,Corda,Mi,Tipo,Passione,,,true,,6.5,,0,false,,false,,false
passione-and-passione-solo,,,,,Mi,,"Passione Solo",,,true,,6.5,,,,,,,
passione-and-passione-solo,,,,,"Lá 13",,Passione,,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13",,"Passione Solo",,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13 1/4",,Passione,,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13 1/4",,"Passione Solo",,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13 1/2",,Passione,,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13 1/2",,"Passione Solo",,,true,,32,,,,,,,
passione-and-passione-solo,,,,,"Lá 13 3/4",,Passione,,,true,,32,,,,,,,
